location,date,variant,num_sequences_total
Ireland,6/8/2020,B.1.1.277,8
Ireland,6/8/2020,B.1.1.302,8
Ireland,6/8/2020,B.1.1.519,8
Ireland,6/8/2020,B.1.160,8
Ireland,6/8/2020,B.1.177,8
Ireland,6/8/2020,B.1.221,8
Ireland,6/8/2020,B.1.258,8
Ireland,6/8/2020,B.1.367,8
Ireland,6/8/2020,B.1.620,8
Ireland,6/8/2020,Beta,8
Ireland,6/8/2020,Delta,8
Ireland,6/8/2020,Epsilon,8
Ireland,6/8/2020,Eta,8
Ireland,6/8/2020,Gamma,8
Ireland,6/8/2020,Iota,8
Ireland,6/8/2020,Kappa,8
Ireland,6/8/2020,Lambda,8
Ireland,6/8/2020,Mu,8
Ireland,6/8/2020,Omicron,8
Ireland,6/8/2020,S:677H.Robin1,8
Ireland,6/8/2020,S:677P.Pelican,8
Ireland,6/8/2020,others,8
Ireland,6/8/2020,non_who,8
Ireland,6/22/2020,Alpha,5
Ireland,6/22/2020,B.1.1.277,5
Ireland,6/22/2020,B.1.1.302,5
Ireland,6/22/2020,B.1.1.519,5
Ireland,6/22/2020,B.1.160,5
Ireland,6/22/2020,B.1.177,5
Ireland,6/22/2020,B.1.221,5
Ireland,6/22/2020,B.1.258,5
Ireland,6/22/2020,B.1.367,5
Ireland,6/22/2020,B.1.620,5
Ireland,6/22/2020,Beta,5
Ireland,6/22/2020,Delta,5
Ireland,6/22/2020,Epsilon,5
Ireland,6/22/2020,Eta,5
Ireland,6/22/2020,Gamma,5
Ireland,6/22/2020,Iota,5
Ireland,6/22/2020,Kappa,5
Ireland,6/22/2020,Lambda,5
Ireland,6/22/2020,Mu,5
Ireland,6/22/2020,Omicron,5
Ireland,6/22/2020,S:677H.Robin1,5
Ireland,6/22/2020,S:677P.Pelican,5
Ireland,6/22/2020,others,5
Ireland,6/22/2020,non_who,5
Ireland,7/6/2020,Alpha,9
Ireland,7/6/2020,B.1.1.277,9
Ireland,7/6/2020,B.1.1.302,9
Ireland,7/6/2020,B.1.1.519,9
Ireland,7/6/2020,B.1.160,9
Ireland,7/6/2020,B.1.177,9
Ireland,7/6/2020,B.1.221,9
Ireland,7/6/2020,B.1.258,9
Ireland,7/6/2020,B.1.367,9
Ireland,7/6/2020,B.1.620,9
Ireland,7/6/2020,Beta,9
Ireland,7/6/2020,Delta,9
Ireland,7/6/2020,Epsilon,9
Ireland,7/6/2020,Eta,9
Ireland,7/6/2020,Gamma,9
Ireland,7/6/2020,Iota,9
Ireland,7/6/2020,Kappa,9
Ireland,7/6/2020,Lambda,9
Ireland,7/6/2020,Mu,9
Ireland,7/6/2020,Omicron,9
Ireland,7/6/2020,S:677H.Robin1,9
Ireland,7/6/2020,S:677P.Pelican,9
Ireland,7/6/2020,others,9
Ireland,7/6/2020,non_who,9
Ireland,7/20/2020,Alpha,32
Ireland,7/20/2020,B.1.1.277,32
Ireland,7/20/2020,B.1.1.302,32
Ireland,7/20/2020,B.1.1.519,32
Ireland,7/20/2020,B.1.160,32
Ireland,7/20/2020,B.1.177,32
Ireland,7/20/2020,B.1.221,32
Ireland,7/20/2020,B.1.258,32
Ireland,7/20/2020,B.1.367,32
Ireland,7/20/2020,B.1.620,32
Ireland,7/20/2020,Beta,32
Ireland,7/20/2020,Delta,32
Ireland,7/20/2020,Epsilon,32
Ireland,7/20/2020,Eta,32
Ireland,7/20/2020,Gamma,32
Ireland,7/20/2020,Iota,32
Ireland,7/20/2020,Kappa,32
Ireland,7/20/2020,Lambda,32
Ireland,7/20/2020,Mu,32
Ireland,7/20/2020,Omicron,32
Ireland,7/20/2020,S:677H.Robin1,32
Ireland,7/20/2020,S:677P.Pelican,32
Ireland,7/20/2020,others,32
Ireland,7/20/2020,non_who,32
Ireland,8/3/2020,Alpha,59
Ireland,8/3/2020,B.1.1.277,59
Ireland,8/3/2020,B.1.1.302,59
Ireland,8/3/2020,B.1.1.519,59
Ireland,8/3/2020,B.1.160,59
Ireland,8/3/2020,B.1.177,59
Ireland,8/3/2020,B.1.221,59
Ireland,8/3/2020,B.1.258,59
Ireland,8/3/2020,B.1.367,59
Ireland,8/3/2020,B.1.620,59
Ireland,8/3/2020,Beta,59
Ireland,8/3/2020,Delta,59
Ireland,8/3/2020,Epsilon,59
Ireland,8/3/2020,Eta,59
Ireland,8/3/2020,Gamma,59
Ireland,8/3/2020,Iota,59
Ireland,8/3/2020,Kappa,59
Ireland,8/3/2020,Lambda,59
Ireland,8/3/2020,Mu,59
Ireland,8/3/2020,Omicron,59
Ireland,8/3/2020,S:677H.Robin1,59
Ireland,8/3/2020,S:677P.Pelican,59
Ireland,8/3/2020,others,59
Ireland,8/3/2020,non_who,59
Ireland,8/17/2020,Alpha,87
Ireland,8/17/2020,B.1.1.277,87
Ireland,8/17/2020,B.1.1.302,87
Ireland,8/17/2020,B.1.1.519,87
Ireland,8/17/2020,B.1.160,87
Ireland,8/17/2020,B.1.177,87
Ireland,8/17/2020,B.1.221,87
Ireland,8/17/2020,B.1.258,87
Ireland,8/17/2020,B.1.367,87
Ireland,8/17/2020,B.1.620,87
Ireland,8/17/2020,Beta,87
Ireland,8/17/2020,Delta,87
Ireland,8/17/2020,Epsilon,87
Ireland,8/17/2020,Eta,87
Ireland,8/17/2020,Gamma,87
Ireland,8/17/2020,Iota,87
Ireland,8/17/2020,Kappa,87
Ireland,8/17/2020,Lambda,87
Ireland,8/17/2020,Mu,87
Ireland,8/17/2020,Omicron,87
Ireland,8/17/2020,S:677H.Robin1,87
Ireland,8/17/2020,S:677P.Pelican,87
Ireland,8/17/2020,others,87
Ireland,8/17/2020,non_who,87
Ireland,8/31/2020,Alpha,22
Ireland,8/31/2020,B.1.1.277,22
Ireland,8/31/2020,B.1.1.302,22
Ireland,8/31/2020,B.1.1.519,22
Ireland,8/31/2020,B.1.160,22
Ireland,8/31/2020,B.1.177,22
Ireland,8/31/2020,B.1.221,22
Ireland,8/31/2020,B.1.258,22
Ireland,8/31/2020,B.1.367,22
Ireland,8/31/2020,B.1.620,22
Ireland,8/31/2020,Beta,22
Ireland,8/31/2020,Delta,22
Ireland,8/31/2020,Epsilon,22
Ireland,8/31/2020,Eta,22
Ireland,8/31/2020,Gamma,22
Ireland,8/31/2020,Iota,22
Ireland,8/31/2020,Kappa,22
Ireland,8/31/2020,Lambda,22
Ireland,8/31/2020,Mu,22
Ireland,8/31/2020,Omicron,22
Ireland,8/31/2020,S:677H.Robin1,22
Ireland,8/31/2020,S:677P.Pelican,22
Ireland,8/31/2020,others,22
Ireland,8/31/2020,non_who,22
Ireland,9/14/2020,Alpha,79
Ireland,9/14/2020,B.1.1.277,79
Ireland,9/14/2020,B.1.1.302,79
Ireland,9/14/2020,B.1.1.519,79
Ireland,9/14/2020,B.1.160,79
Ireland,9/14/2020,B.1.177,79
Ireland,9/14/2020,B.1.221,79
Ireland,9/14/2020,B.1.258,79
Ireland,9/14/2020,B.1.367,79
Ireland,9/14/2020,B.1.620,79
Ireland,9/14/2020,Beta,79
Ireland,9/14/2020,Delta,79
Ireland,9/14/2020,Epsilon,79
Ireland,9/14/2020,Eta,79
Ireland,9/14/2020,Gamma,79
Ireland,9/14/2020,Iota,79
Ireland,9/14/2020,Kappa,79
Ireland,9/14/2020,Lambda,79
Ireland,9/14/2020,Mu,79
Ireland,9/14/2020,Omicron,79
Ireland,9/14/2020,S:677H.Robin1,79
Ireland,9/14/2020,S:677P.Pelican,79
Ireland,9/14/2020,others,79
Ireland,9/14/2020,non_who,79
Ireland,9/28/2020,Alpha,102
Ireland,9/28/2020,B.1.1.277,102
Ireland,9/28/2020,B.1.1.302,102
Ireland,9/28/2020,B.1.1.519,102
Ireland,9/28/2020,B.1.160,102
Ireland,9/28/2020,B.1.177,102
Ireland,9/28/2020,B.1.221,102
Ireland,9/28/2020,B.1.258,102
Ireland,9/28/2020,B.1.367,102
Ireland,9/28/2020,B.1.620,102
Ireland,9/28/2020,Beta,102
Ireland,9/28/2020,Delta,102
Ireland,9/28/2020,Epsilon,102
Ireland,9/28/2020,Eta,102
Ireland,9/28/2020,Gamma,102
Ireland,9/28/2020,Iota,102
Ireland,9/28/2020,Kappa,102
Ireland,9/28/2020,Lambda,102
Ireland,9/28/2020,Mu,102
Ireland,9/28/2020,Omicron,102
Ireland,9/28/2020,S:677H.Robin1,102
Ireland,9/28/2020,S:677P.Pelican,102
Ireland,9/28/2020,others,102
Ireland,9/28/2020,non_who,102
Ireland,10/12/2020,Alpha,85
Ireland,10/12/2020,B.1.1.277,85
Ireland,10/12/2020,B.1.1.302,85
Ireland,10/12/2020,B.1.1.519,85
Ireland,10/12/2020,B.1.160,85
Ireland,10/12/2020,B.1.177,85
Ireland,10/12/2020,B.1.221,85
Ireland,10/12/2020,B.1.258,85
Ireland,10/12/2020,B.1.367,85
Ireland,10/12/2020,B.1.620,85
Ireland,10/12/2020,Beta,85
Ireland,10/12/2020,Delta,85
Ireland,10/12/2020,Epsilon,85
Ireland,10/12/2020,Eta,85
Ireland,10/12/2020,Gamma,85
Ireland,10/12/2020,Iota,85
Ireland,10/12/2020,Kappa,85
Ireland,10/12/2020,Lambda,85
Ireland,10/12/2020,Mu,85
Ireland,10/12/2020,Omicron,85
Ireland,10/12/2020,S:677H.Robin1,85
Ireland,10/12/2020,S:677P.Pelican,85
Ireland,10/12/2020,others,85
Ireland,10/12/2020,non_who,85
Ireland,10/26/2020,Alpha,100
Ireland,10/26/2020,B.1.1.277,100
Ireland,10/26/2020,B.1.1.302,100
Ireland,10/26/2020,B.1.1.519,100
Ireland,10/26/2020,B.1.160,100
Ireland,10/26/2020,B.1.177,100
Ireland,10/26/2020,B.1.221,100
Ireland,10/26/2020,B.1.258,100
Ireland,10/26/2020,B.1.367,100
Ireland,10/26/2020,B.1.620,100
Ireland,10/26/2020,Beta,100
Ireland,10/26/2020,Delta,100
Ireland,10/26/2020,Epsilon,100
Ireland,10/26/2020,Eta,100
Ireland,10/26/2020,Gamma,100
Ireland,10/26/2020,Iota,100
Ireland,10/26/2020,Kappa,100
Ireland,10/26/2020,Lambda,100
Ireland,10/26/2020,Mu,100
Ireland,10/26/2020,Omicron,100
Ireland,10/26/2020,S:677H.Robin1,100
Ireland,10/26/2020,S:677P.Pelican,100
Ireland,10/26/2020,others,100
Ireland,10/26/2020,non_who,100
Ireland,11/9/2020,Alpha,70
Ireland,11/9/2020,B.1.1.277,70
Ireland,11/9/2020,B.1.1.302,70
Ireland,11/9/2020,B.1.1.519,70
Ireland,11/9/2020,B.1.160,70
Ireland,11/9/2020,B.1.177,70
Ireland,11/9/2020,B.1.221,70
Ireland,11/9/2020,B.1.258,70
Ireland,11/9/2020,B.1.367,70
Ireland,11/9/2020,B.1.620,70
Ireland,11/9/2020,Beta,70
Ireland,11/9/2020,Delta,70
Ireland,11/9/2020,Epsilon,70
Ireland,11/9/2020,Eta,70
Ireland,11/9/2020,Gamma,70
Ireland,11/9/2020,Iota,70
Ireland,11/9/2020,Kappa,70
Ireland,11/9/2020,Lambda,70
Ireland,11/9/2020,Mu,70
Ireland,11/9/2020,Omicron,70
Ireland,11/9/2020,S:677H.Robin1,70
Ireland,11/9/2020,S:677P.Pelican,70
Ireland,11/9/2020,others,70
Ireland,11/9/2020,non_who,70
Ireland,11/23/2020,Alpha,95
Ireland,11/23/2020,B.1.1.277,95
Ireland,11/23/2020,B.1.1.302,95
Ireland,11/23/2020,B.1.1.519,95
Ireland,11/23/2020,B.1.160,95
Ireland,11/23/2020,B.1.177,95
Ireland,11/23/2020,B.1.221,95
Ireland,11/23/2020,B.1.258,95
Ireland,11/23/2020,B.1.367,95
Ireland,11/23/2020,B.1.620,95
Ireland,11/23/2020,Beta,95
Ireland,11/23/2020,Delta,95
Ireland,11/23/2020,Epsilon,95
Ireland,11/23/2020,Eta,95
Ireland,11/23/2020,Gamma,95
Ireland,11/23/2020,Iota,95
Ireland,11/23/2020,Kappa,95
Ireland,11/23/2020,Lambda,95
Ireland,11/23/2020,Mu,95
Ireland,11/23/2020,Omicron,95
Ireland,11/23/2020,S:677H.Robin1,95
Ireland,11/23/2020,S:677P.Pelican,95
Ireland,11/23/2020,others,95
Ireland,11/23/2020,non_who,95
Ireland,12/7/2020,Alpha,91
Ireland,12/7/2020,B.1.1.277,91
Ireland,12/7/2020,B.1.1.302,91
Ireland,12/7/2020,B.1.1.519,91
Ireland,12/7/2020,B.1.160,91
Ireland,12/7/2020,B.1.177,91
Ireland,12/7/2020,B.1.221,91
Ireland,12/7/2020,B.1.258,91
Ireland,12/7/2020,B.1.367,91
Ireland,12/7/2020,B.1.620,91
Ireland,12/7/2020,Beta,91
Ireland,12/7/2020,Delta,91
Ireland,12/7/2020,Epsilon,91
Ireland,12/7/2020,Eta,91
Ireland,12/7/2020,Gamma,91
Ireland,12/7/2020,Iota,91
Ireland,12/7/2020,Kappa,91
Ireland,12/7/2020,Lambda,91
Ireland,12/7/2020,Mu,91
Ireland,12/7/2020,Omicron,91
Ireland,12/7/2020,S:677H.Robin1,91
Ireland,12/7/2020,S:677P.Pelican,91
Ireland,12/7/2020,others,91
Ireland,12/7/2020,non_who,91
Ireland,12/21/2020,Alpha,100
Ireland,12/21/2020,B.1.1.277,100
Ireland,12/21/2020,B.1.1.302,100
Ireland,12/21/2020,B.1.1.519,100
Ireland,12/21/2020,B.1.160,100
Ireland,12/21/2020,B.1.177,100
Ireland,12/21/2020,B.1.221,100
Ireland,12/21/2020,B.1.258,100
Ireland,12/21/2020,B.1.367,100
Ireland,12/21/2020,B.1.620,100
Ireland,12/21/2020,Beta,100
Ireland,12/21/2020,Delta,100
Ireland,12/21/2020,Epsilon,100
Ireland,12/21/2020,Eta,100
Ireland,12/21/2020,Gamma,100
Ireland,12/21/2020,Iota,100
Ireland,12/21/2020,Kappa,100
Ireland,12/21/2020,Lambda,100
Ireland,12/21/2020,Mu,100
Ireland,12/21/2020,Omicron,100
Ireland,12/21/2020,S:677H.Robin1,100
Ireland,12/21/2020,S:677P.Pelican,100
Ireland,12/21/2020,others,100
Ireland,12/21/2020,non_who,100
Ireland,1/4/2021,Alpha,208
Ireland,1/4/2021,B.1.1.277,208
Ireland,1/4/2021,B.1.1.302,208
Ireland,1/4/2021,B.1.1.519,208
Ireland,1/4/2021,B.1.160,208
Ireland,1/4/2021,B.1.177,208
Ireland,1/4/2021,B.1.221,208
Ireland,1/4/2021,B.1.258,208
Ireland,1/4/2021,B.1.367,208
Ireland,1/4/2021,B.1.620,208
Ireland,1/4/2021,Beta,208
Ireland,1/4/2021,Delta,208
Ireland,1/4/2021,Epsilon,208
Ireland,1/4/2021,Eta,208
Ireland,1/4/2021,Gamma,208
Ireland,1/4/2021,Iota,208
Ireland,1/4/2021,Kappa,208
Ireland,1/4/2021,Lambda,208
Ireland,1/4/2021,Mu,208
Ireland,1/4/2021,Omicron,208
Ireland,1/4/2021,S:677H.Robin1,208
Ireland,1/4/2021,S:677P.Pelican,208
Ireland,1/4/2021,others,208
Ireland,1/4/2021,non_who,208
Ireland,1/11/2021,Alpha,140
Ireland,1/11/2021,B.1.1.277,140
Ireland,1/11/2021,B.1.1.302,140
Ireland,1/11/2021,B.1.1.519,140
Ireland,1/11/2021,B.1.160,140
Ireland,1/11/2021,B.1.177,140
Ireland,1/11/2021,B.1.221,140
Ireland,1/11/2021,B.1.258,140
Ireland,1/11/2021,B.1.367,140
Ireland,1/11/2021,B.1.620,140
Ireland,1/11/2021,Beta,140
Ireland,1/11/2021,Delta,140
Ireland,1/11/2021,Epsilon,140
Ireland,1/11/2021,Eta,140
Ireland,1/11/2021,Gamma,140
Ireland,1/11/2021,Iota,140
Ireland,1/11/2021,Kappa,140
Ireland,1/11/2021,Lambda,140
Ireland,1/11/2021,Mu,140
Ireland,1/11/2021,Omicron,140
Ireland,1/11/2021,S:677H.Robin1,140
Ireland,1/11/2021,S:677P.Pelican,140
Ireland,1/11/2021,others,140
Ireland,1/11/2021,non_who,140
Ireland,1/25/2021,Alpha,505
Ireland,1/25/2021,B.1.1.277,505
Ireland,1/25/2021,B.1.1.302,505
Ireland,1/25/2021,B.1.1.519,505
Ireland,1/25/2021,B.1.160,505
Ireland,1/25/2021,B.1.177,505
Ireland,1/25/2021,B.1.221,505
Ireland,1/25/2021,B.1.258,505
Ireland,1/25/2021,B.1.367,505
Ireland,1/25/2021,B.1.620,505
Ireland,1/25/2021,Beta,505
Ireland,1/25/2021,Delta,505
Ireland,1/25/2021,Epsilon,505
Ireland,1/25/2021,Eta,505
Ireland,1/25/2021,Gamma,505
Ireland,1/25/2021,Iota,505
Ireland,1/25/2021,Kappa,505
Ireland,1/25/2021,Lambda,505
Ireland,1/25/2021,Mu,505
Ireland,1/25/2021,Omicron,505
Ireland,1/25/2021,S:677H.Robin1,505
Ireland,1/25/2021,S:677P.Pelican,505
Ireland,1/25/2021,others,505
Ireland,1/25/2021,non_who,505
Ireland,2/8/2021,Alpha,1177
Ireland,2/8/2021,B.1.1.277,1177
Ireland,2/8/2021,B.1.1.302,1177
Ireland,2/8/2021,B.1.1.519,1177
Ireland,2/8/2021,B.1.160,1177
Ireland,2/8/2021,B.1.177,1177
Ireland,2/8/2021,B.1.221,1177
Ireland,2/8/2021,B.1.258,1177
Ireland,2/8/2021,B.1.367,1177
Ireland,2/8/2021,B.1.620,1177
Ireland,2/8/2021,Beta,1177
Ireland,2/8/2021,Delta,1177
Ireland,2/8/2021,Epsilon,1177
Ireland,2/8/2021,Eta,1177
Ireland,2/8/2021,Gamma,1177
Ireland,2/8/2021,Iota,1177
Ireland,2/8/2021,Kappa,1177
Ireland,2/8/2021,Lambda,1177
Ireland,2/8/2021,Mu,1177
Ireland,2/8/2021,Omicron,1177
Ireland,2/8/2021,S:677H.Robin1,1177
Ireland,2/8/2021,S:677P.Pelican,1177
Ireland,2/8/2021,others,1177
Ireland,2/8/2021,non_who,1177
Ireland,2/22/2021,Alpha,1474
Ireland,2/22/2021,B.1.1.277,1474
Ireland,2/22/2021,B.1.1.302,1474
Ireland,2/22/2021,B.1.1.519,1474
Ireland,2/22/2021,B.1.160,1474
Ireland,2/22/2021,B.1.177,1474
Ireland,2/22/2021,B.1.221,1474
Ireland,2/22/2021,B.1.258,1474
Ireland,2/22/2021,B.1.367,1474
Ireland,2/22/2021,B.1.620,1474
Ireland,2/22/2021,Beta,1474
Ireland,2/22/2021,Delta,1474
Ireland,2/22/2021,Epsilon,1474
Ireland,2/22/2021,Eta,1474
Ireland,2/22/2021,Gamma,1474
Ireland,2/22/2021,Iota,1474
Ireland,2/22/2021,Kappa,1474
Ireland,2/22/2021,Lambda,1474
Ireland,2/22/2021,Mu,1474
Ireland,2/22/2021,Omicron,1474
Ireland,2/22/2021,S:677H.Robin1,1474
Ireland,2/22/2021,S:677P.Pelican,1474
Ireland,2/22/2021,others,1474
Ireland,2/22/2021,non_who,1474
Ireland,3/8/2021,Alpha,1630
Ireland,3/8/2021,B.1.1.277,1630
Ireland,3/8/2021,B.1.1.302,1630
Ireland,3/8/2021,B.1.1.519,1630
Ireland,3/8/2021,B.1.160,1630
Ireland,3/8/2021,B.1.177,1630
Ireland,3/8/2021,B.1.221,1630
Ireland,3/8/2021,B.1.258,1630
Ireland,3/8/2021,B.1.367,1630
Ireland,3/8/2021,B.1.620,1630
Ireland,3/8/2021,Beta,1630
Ireland,3/8/2021,Delta,1630
Ireland,3/8/2021,Epsilon,1630
Ireland,3/8/2021,Eta,1630
Ireland,3/8/2021,Gamma,1630
Ireland,3/8/2021,Iota,1630
Ireland,3/8/2021,Kappa,1630
Ireland,3/8/2021,Lambda,1630
Ireland,3/8/2021,Mu,1630
Ireland,3/8/2021,Omicron,1630
Ireland,3/8/2021,S:677H.Robin1,1630
Ireland,3/8/2021,S:677P.Pelican,1630
Ireland,3/8/2021,others,1630
Ireland,3/8/2021,non_who,1630
Ireland,3/22/2021,Alpha,1718
Ireland,3/22/2021,B.1.1.277,1718
Ireland,3/22/2021,B.1.1.302,1718
Ireland,3/22/2021,B.1.1.519,1718
Ireland,3/22/2021,B.1.160,1718
Ireland,3/22/2021,B.1.177,1718
Ireland,3/22/2021,B.1.221,1718
Ireland,3/22/2021,B.1.258,1718
Ireland,3/22/2021,B.1.367,1718
Ireland,3/22/2021,B.1.620,1718
Ireland,3/22/2021,Beta,1718
Ireland,3/22/2021,Delta,1718
Ireland,3/22/2021,Epsilon,1718
Ireland,3/22/2021,Eta,1718
Ireland,3/22/2021,Gamma,1718
Ireland,3/22/2021,Iota,1718
Ireland,3/22/2021,Kappa,1718
Ireland,3/22/2021,Lambda,1718
Ireland,3/22/2021,Mu,1718
Ireland,3/22/2021,Omicron,1718
Ireland,3/22/2021,S:677H.Robin1,1718
Ireland,3/22/2021,S:677P.Pelican,1718
Ireland,3/22/2021,others,1718
Ireland,3/22/2021,non_who,1718
Ireland,4/5/2021,Alpha,1383
Ireland,4/5/2021,B.1.1.277,1383
Ireland,4/5/2021,B.1.1.302,1383
Ireland,4/5/2021,B.1.1.519,1383
Ireland,4/5/2021,B.1.160,1383
Ireland,4/5/2021,B.1.177,1383
Ireland,4/5/2021,B.1.221,1383
Ireland,4/5/2021,B.1.258,1383
Ireland,4/5/2021,B.1.367,1383
Ireland,4/5/2021,B.1.620,1383
Ireland,4/5/2021,Beta,1383
Ireland,4/5/2021,Delta,1383
Ireland,4/5/2021,Epsilon,1383
Ireland,4/5/2021,Eta,1383
Ireland,4/5/2021,Gamma,1383
Ireland,4/5/2021,Iota,1383
Ireland,4/5/2021,Kappa,1383
Ireland,4/5/2021,Lambda,1383
Ireland,4/5/2021,Mu,1383
Ireland,4/5/2021,Omicron,1383
Ireland,4/5/2021,S:677H.Robin1,1383
Ireland,4/5/2021,S:677P.Pelican,1383
Ireland,4/5/2021,others,1383
Ireland,4/5/2021,non_who,1383
Ireland,4/19/2021,Alpha,1464
Ireland,4/19/2021,B.1.1.277,1464
Ireland,4/19/2021,B.1.1.302,1464
Ireland,4/19/2021,B.1.1.519,1464
Ireland,4/19/2021,B.1.160,1464
Ireland,4/19/2021,B.1.177,1464
Ireland,4/19/2021,B.1.221,1464
Ireland,4/19/2021,B.1.258,1464
Ireland,4/19/2021,B.1.367,1464
Ireland,4/19/2021,B.1.620,1464
Ireland,4/19/2021,Beta,1464
Ireland,4/19/2021,Delta,1464
Ireland,4/19/2021,Epsilon,1464
Ireland,4/19/2021,Eta,1464
Ireland,4/19/2021,Gamma,1464
Ireland,4/19/2021,Iota,1464
Ireland,4/19/2021,Kappa,1464
Ireland,4/19/2021,Lambda,1464
Ireland,4/19/2021,Mu,1464
Ireland,4/19/2021,Omicron,1464
Ireland,4/19/2021,S:677H.Robin1,1464
Ireland,4/19/2021,S:677P.Pelican,1464
Ireland,4/19/2021,others,1464
Ireland,4/19/2021,non_who,1464
Ireland,5/3/2021,Alpha,1901
Ireland,5/3/2021,B.1.1.277,1901
Ireland,5/3/2021,B.1.1.302,1901
Ireland,5/3/2021,B.1.1.519,1901
Ireland,5/3/2021,B.1.160,1901
Ireland,5/3/2021,B.1.177,1901
Ireland,5/3/2021,B.1.221,1901
Ireland,5/3/2021,B.1.258,1901
Ireland,5/3/2021,B.1.367,1901
Ireland,5/3/2021,B.1.620,1901
Ireland,5/3/2021,Beta,1901
Ireland,5/3/2021,Delta,1901
Ireland,5/3/2021,Epsilon,1901
Ireland,5/3/2021,Eta,1901
Ireland,5/3/2021,Gamma,1901
Ireland,5/3/2021,Iota,1901
Ireland,5/3/2021,Kappa,1901
Ireland,5/3/2021,Lambda,1901
Ireland,5/3/2021,Mu,1901
Ireland,5/3/2021,Omicron,1901
Ireland,5/3/2021,S:677H.Robin1,1901
Ireland,5/3/2021,S:677P.Pelican,1901
Ireland,5/3/2021,others,1901
Ireland,5/3/2021,non_who,1901
Ireland,5/17/2021,Alpha,1873
Ireland,5/17/2021,B.1.1.277,1873
Ireland,5/17/2021,B.1.1.302,1873
Ireland,5/17/2021,B.1.1.519,1873
Ireland,5/17/2021,B.1.160,1873
Ireland,5/17/2021,B.1.177,1873
Ireland,5/17/2021,B.1.221,1873
Ireland,5/17/2021,B.1.258,1873
Ireland,5/17/2021,B.1.367,1873
Ireland,5/17/2021,B.1.620,1873
Ireland,5/17/2021,Beta,1873
Ireland,5/17/2021,Delta,1873
Ireland,5/17/2021,Epsilon,1873
Ireland,5/17/2021,Eta,1873
Ireland,5/17/2021,Gamma,1873
Ireland,5/17/2021,Iota,1873
Ireland,5/17/2021,Kappa,1873
Ireland,5/17/2021,Lambda,1873
Ireland,5/17/2021,Mu,1873
Ireland,5/17/2021,Omicron,1873
Ireland,5/17/2021,S:677H.Robin1,1873
Ireland,5/17/2021,S:677P.Pelican,1873
Ireland,5/17/2021,others,1873
Ireland,5/17/2021,non_who,1873
Ireland,5/31/2021,Alpha,2353
Ireland,5/31/2021,B.1.1.277,2353
Ireland,5/31/2021,B.1.1.302,2353
Ireland,5/31/2021,B.1.1.519,2353
Ireland,5/31/2021,B.1.160,2353
Ireland,5/31/2021,B.1.177,2353
Ireland,5/31/2021,B.1.221,2353
Ireland,5/31/2021,B.1.258,2353
Ireland,5/31/2021,B.1.367,2353
Ireland,5/31/2021,B.1.620,2353
Ireland,5/31/2021,Beta,2353
Ireland,5/31/2021,Delta,2353
Ireland,5/31/2021,Epsilon,2353
Ireland,5/31/2021,Eta,2353
Ireland,5/31/2021,Gamma,2353
Ireland,5/31/2021,Iota,2353
Ireland,5/31/2021,Kappa,2353
Ireland,5/31/2021,Lambda,2353
Ireland,5/31/2021,Mu,2353
Ireland,5/31/2021,Omicron,2353
Ireland,5/31/2021,S:677H.Robin1,2353
Ireland,5/31/2021,S:677P.Pelican,2353
Ireland,5/31/2021,others,2353
Ireland,5/31/2021,non_who,2353
Ireland,6/14/2021,Alpha,1402
Ireland,6/14/2021,B.1.1.277,1402
Ireland,6/14/2021,B.1.1.302,1402
Ireland,6/14/2021,B.1.1.519,1402
Ireland,6/14/2021,B.1.160,1402
Ireland,6/14/2021,B.1.177,1402
Ireland,6/14/2021,B.1.221,1402
Ireland,6/14/2021,B.1.258,1402
Ireland,6/14/2021,B.1.367,1402
Ireland,6/14/2021,B.1.620,1402
Ireland,6/14/2021,Beta,1402
Ireland,6/14/2021,Delta,1402
Ireland,6/14/2021,Epsilon,1402
Ireland,6/14/2021,Eta,1402
Ireland,6/14/2021,Gamma,1402
Ireland,6/14/2021,Iota,1402
Ireland,6/14/2021,Kappa,1402
Ireland,6/14/2021,Lambda,1402
Ireland,6/14/2021,Mu,1402
Ireland,6/14/2021,Omicron,1402
Ireland,6/14/2021,S:677H.Robin1,1402
Ireland,6/14/2021,S:677P.Pelican,1402
Ireland,6/14/2021,others,1402
Ireland,6/14/2021,non_who,1402
Ireland,6/28/2021,Alpha,1570
Ireland,6/28/2021,B.1.1.277,1570
Ireland,6/28/2021,B.1.1.302,1570
Ireland,6/28/2021,B.1.1.519,1570
Ireland,6/28/2021,B.1.160,1570
Ireland,6/28/2021,B.1.177,1570
Ireland,6/28/2021,B.1.221,1570
Ireland,6/28/2021,B.1.258,1570
Ireland,6/28/2021,B.1.367,1570
Ireland,6/28/2021,B.1.620,1570
Ireland,6/28/2021,Beta,1570
Ireland,6/28/2021,Delta,1570
Ireland,6/28/2021,Epsilon,1570
Ireland,6/28/2021,Eta,1570
Ireland,6/28/2021,Gamma,1570
Ireland,6/28/2021,Iota,1570
Ireland,6/28/2021,Kappa,1570
Ireland,6/28/2021,Lambda,1570
Ireland,6/28/2021,Mu,1570
Ireland,6/28/2021,Omicron,1570
Ireland,6/28/2021,S:677H.Robin1,1570
Ireland,6/28/2021,S:677P.Pelican,1570
Ireland,6/28/2021,others,1570
Ireland,6/28/2021,non_who,1570
Ireland,7/12/2021,Alpha,1759
